id;arraytype;datatype;arraysize;buildtime;inserttime;lookuptime;deletetime;memsize
629;BenchmarkingFramework.CountingArrayGenerator;AVL Tree;100000;30.018;0.6958;0.5824;0.7644;3203072
630;BenchmarkingFramework.CountingArrayGenerator;AVL Tree;100000;34.044;0.4382;0.4032;0.7168;3203072
631;BenchmarkingFramework.GroupedArrayGenerator;Hash Open Addressing;10;0.0373;0.0037;0.0009;0.0023;80024
632;BenchmarkingFramework.GroupedArrayGenerator;Hash Open Addressing;10;0.0098;0.0023;0.0014;0.0014;80024
633;BenchmarkingFramework.GroupedArrayGenerator;Hash Open Addressing;10;0.0107;0.0023;0.0009;0.0014;80024
634;BenchmarkingFramework.GroupedArrayGenerator;Hash Open Addressing;10;0.0345;0.0023;0.0009;0.0014;80024
635;BenchmarkingFramework.GroupedArrayGenerator;Hash Open Addressing;10;0.0308;0.0023;0.0014;0.0018;80024
636;BenchmarkingFramework.GroupedArrayGenerator;Hash Open Addressing;10;0.0098;0.0023;0.0009;0.0014;80024
637;BenchmarkingFramework.GroupedArrayGenerator;Hash Open Addressing;10;0.0331;0.0023;0.0009;0.0014;80024
638;BenchmarkingFramework.GroupedArrayGenerator;Hash Open Addressing;10;0.0322;0.0028;0.0009;0.0018;80024
639;BenchmarkingFramework.GroupedArrayGenerator;Hash Open Addressing;10;0.0098;0.0023;0.0009;0.0018;80024
640;BenchmarkingFramework.GroupedArrayGenerator;Hash Open Addressing;10;0.0373;0.0023;0.0009;0.0018;80024
641;BenchmarkingFramework.GroupedArrayGenerator;HashChaining;10;0.0294;0.0009;0.0004;0.0004;2008256
642;BenchmarkingFramework.GroupedArrayGenerator;HashChaining;10;0.0284;0.0004;0.0004;0.0009;2008256
643;BenchmarkingFramework.GroupedArrayGenerator;HashChaining;10;0.0256;0.0009;0.0004;0.0004;2008256
644;BenchmarkingFramework.GroupedArrayGenerator;HashChaining;10;0.0284;0.0004;0.0009;0.0004;2008256
645;BenchmarkingFramework.GroupedArrayGenerator;HashChaining;10;0.0261;0.0009;0.0004;0.0009;2008256
646;BenchmarkingFramework.GroupedArrayGenerator;HashChaining;10;0.0266;0.0004;0.0004;0.0009;2008256
647;BenchmarkingFramework.GroupedArrayGenerator;HashChaining;10;0.0261;0.0004;0.0009;0.0004;2008256
648;BenchmarkingFramework.GroupedArrayGenerator;HashChaining;10;0.0261;0.0009;0.0004;0.0009;2008256
649;BenchmarkingFramework.GroupedArrayGenerator;HashChaining;10;0.0326;0.0009;0.0004;0.0009;2008256
650;BenchmarkingFramework.GroupedArrayGenerator;HashChaining;10;0.0266;0.0009;0.0004;0.0009;2008256
651;BenchmarkingFramework.GroupedArrayGenerator;AVL Tree;10;0.0046;0.0014;0.0014;0.0028;8192
652;BenchmarkingFramework.GroupedArrayGenerator;AVL Tree;10;0.0046;0.0014;0.0014;0.0028;8192
653;BenchmarkingFramework.GroupedArrayGenerator;AVL Tree;10;0.0046;0.0014;0.0014;0.0028;8192
654;BenchmarkingFramework.GroupedArrayGenerator;AVL Tree;10;0.0098;0.0014;0.0009;0.0023;8192
655;BenchmarkingFramework.GroupedArrayGenerator;AVL Tree;10;0.0042;0.0014;0.0014;0.0028;8192
656;BenchmarkingFramework.GroupedArrayGenerator;AVL Tree;10;0.0051;0.0014;0.0014;0.0023;8192
657;BenchmarkingFramework.GroupedArrayGenerator;AVL Tree;10;0.0079;0.0014;0.0014;0.0023;8192
658;BenchmarkingFramework.GroupedArrayGenerator;AVL Tree;10;0.0046;0.0014;0.0014;0.0028;8192
659;BenchmarkingFramework.GroupedArrayGenerator;AVL Tree;10;0.0046;0.0014;0.0014;0.0023;8192
660;BenchmarkingFramework.GroupedArrayGenerator;AVL Tree;10;0.0042;0.0014;0.0014;0.0028;8192
661;BenchmarkingFramework.GroupedArrayGenerator;Hash Open Addressing;100;0.0513;0.0214;0.0084;0.0107;80024
662;BenchmarkingFramework.GroupedArrayGenerator;Hash Open Addressing;100;0.0336;0.02;0.0084;0.0102;80024
663;BenchmarkingFramework.GroupedArrayGenerator;Hash Open Addressing;100;0.0266;0.021;0.0088;0.0107;80024
664;BenchmarkingFramework.GroupedArrayGenerator;Hash Open Addressing;100;0.0275;0.0214;0.0084;0.0107;80024
665;BenchmarkingFramework.GroupedArrayGenerator;Hash Open Addressing;100;0.0261;0.021;0.0084;0.0107;80024
666;BenchmarkingFramework.GroupedArrayGenerator;Hash Open Addressing;100;0.055;0.0224;0.0093;0.0112;80024
667;BenchmarkingFramework.GroupedArrayGenerator;Hash Open Addressing;100;0.048;0.0214;0.0084;0.0112;80024
668;BenchmarkingFramework.GroupedArrayGenerator;Hash Open Addressing;100;0.027;0.0214;0.0088;0.0107;80024
669;BenchmarkingFramework.GroupedArrayGenerator;Hash Open Addressing;100;0.0504;0.021;0.0088;0.0107;80024
670;BenchmarkingFramework.GroupedArrayGenerator;Hash Open Addressing;100;0.0499;0.0228;0.0088;0.0116;80024
671;BenchmarkingFramework.GroupedArrayGenerator;HashChaining;100;0.0998;0.006;0.0037;0.0042;2008256
672;BenchmarkingFramework.GroupedArrayGenerator;HashChaining;100;0.1082;0.0056;0.0037;0.0037;2008256
673;BenchmarkingFramework.GroupedArrayGenerator;HashChaining;100;0.1106;0.006;0.0037;0.0037;2008256
674;BenchmarkingFramework.GroupedArrayGenerator;HashChaining;100;0.1003;0.006;0.0037;0.0046;2008256
675;BenchmarkingFramework.GroupedArrayGenerator;HashChaining;100;0.1017;0.006;0.0037;0.0042;2008256
676;BenchmarkingFramework.GroupedArrayGenerator;HashChaining;100;0.1031;0.006;0.0037;0.0042;2008256
677;BenchmarkingFramework.GroupedArrayGenerator;HashChaining;100;0.0984;0.006;0.0037;0.0037;2008256
678;BenchmarkingFramework.GroupedArrayGenerator;HashChaining;100;0.0994;0.006;0.0037;0.0037;2008256
679;BenchmarkingFramework.GroupedArrayGenerator;HashChaining;100;0.1008;0.007;0.0037;0.0042;2008256
680;BenchmarkingFramework.GroupedArrayGenerator;HashChaining;100;0.1838;0.0074;0.0042;0.0079;2008256
681;BenchmarkingFramework.GroupedArrayGenerator;AVL Tree;100;0.0275;0.0196;0.0135;0.0214;8192
682;BenchmarkingFramework.GroupedArrayGenerator;AVL Tree;100;0.0294;0.0196;0.013;0.021;8192
683;BenchmarkingFramework.GroupedArrayGenerator;AVL Tree;100;0.0303;0.0196;0.013;0.0214;8192
684;BenchmarkingFramework.GroupedArrayGenerator;AVL Tree;100;0.0284;0.0191;0.0126;0.021;8192
685;BenchmarkingFramework.GroupedArrayGenerator;AVL Tree;100;0.028;0.0196;0.013;0.021;8192
686;BenchmarkingFramework.GroupedArrayGenerator;AVL Tree;100;0.0284;0.0191;0.0126;0.0214;8192
687;BenchmarkingFramework.GroupedArrayGenerator;AVL Tree;100;0.0242;0.0196;0.013;0.0214;8192
688;BenchmarkingFramework.GroupedArrayGenerator;AVL Tree;100;0.0326;0.021;0.014;0.0228;8192
689;BenchmarkingFramework.GroupedArrayGenerator;AVL Tree;100;0.0308;0.021;0.014;0.0224;8192
690;BenchmarkingFramework.GroupedArrayGenerator;AVL Tree;100;0.027;0.0196;0.013;0.0214;8192
691;BenchmarkingFramework.GroupedArrayGenerator;Hash Open Addressing;300;0.098;0.0695;0.0284;0.0359;80024
692;BenchmarkingFramework.GroupedArrayGenerator;Hash Open Addressing;300;0.0802;0.0634;0.0256;0.0322;80024
693;BenchmarkingFramework.GroupedArrayGenerator;Hash Open Addressing;300;0.0639;0.063;0.056;0.0322;80024
694;BenchmarkingFramework.GroupedArrayGenerator;Hash Open Addressing;300;0.069;0.069;0.0266;0.0345;80024
695;BenchmarkingFramework.GroupedArrayGenerator;Hash Open Addressing;300;0.0765;0.0774;0.0392;0.0326;80024
696;BenchmarkingFramework.GroupedArrayGenerator;Hash Open Addressing;300;0.0854;0.0634;0.0256;0.0322;80024
697;BenchmarkingFramework.GroupedArrayGenerator;Hash Open Addressing;300;0.0942;0.0709;0.0326;0.0396;80024
698;BenchmarkingFramework.GroupedArrayGenerator;Hash Open Addressing;300;0.098;0.0676;0.027;0.0345;80024
699;BenchmarkingFramework.GroupedArrayGenerator;Hash Open Addressing;300;0.0868;0.063;0.0256;0.0322;80024
700;BenchmarkingFramework.GroupedArrayGenerator;Hash Open Addressing;300;0.083;0.063;0.0256;0.0322;80024
701;BenchmarkingFramework.GroupedArrayGenerator;HashChaining;300;0.2132;0.0186;0.0116;0.0116;2008256
702;BenchmarkingFramework.GroupedArrayGenerator;HashChaining;300;0.1964;0.021;0.0112;0.0116;2008256
703;BenchmarkingFramework.GroupedArrayGenerator;HashChaining;300;0.1969;0.0224;0.0121;0.0121;2008256
704;BenchmarkingFramework.GroupedArrayGenerator;HashChaining;300;0.1796;0.0219;0.0116;0.0112;2008256
705;BenchmarkingFramework.GroupedArrayGenerator;HashChaining;300;0.2735;0.0261;0.0112;0.0364;2008256
706;BenchmarkingFramework.GroupedArrayGenerator;HashChaining;300;0.2277;0.034;0.0177;0.021;2008256
707;BenchmarkingFramework.GroupedArrayGenerator;HashChaining;300;0.2282;0.0312;0.0144;0.0168;2008256
708;BenchmarkingFramework.GroupedArrayGenerator;HashChaining;300;0.1978;0.0224;0.0116;0.0121;2008256
709;BenchmarkingFramework.GroupedArrayGenerator;HashChaining;300;0.1834;0.0214;0.0112;0.0112;2008256
710;BenchmarkingFramework.GroupedArrayGenerator;HashChaining;300;0.1768;0.0186;0.0112;0.0112;2008256
711;BenchmarkingFramework.GroupedArrayGenerator;AVL Tree;300;0.0742;0.0704;0.0466;0.069;16384
712;BenchmarkingFramework.GroupedArrayGenerator;AVL Tree;300;0.076;0.077;0.055;0.0648;16384
713;BenchmarkingFramework.GroupedArrayGenerator;AVL Tree;300;0.0779;0.07;0.0429;0.0648;16384
714;BenchmarkingFramework.GroupedArrayGenerator;AVL Tree;300;0.0826;0.0732;0.0457;0.069;16384
715;BenchmarkingFramework.GroupedArrayGenerator;AVL Tree;300;0.076;0.0686;0.0434;0.0644;16384
716;BenchmarkingFramework.GroupedArrayGenerator;AVL Tree;300;0.0863;0.07;0.0429;0.0644;16384
717;BenchmarkingFramework.GroupedArrayGenerator;AVL Tree;300;0.0863;0.0798;0.0457;0.0737;16384
718;BenchmarkingFramework.GroupedArrayGenerator;AVL Tree;300;0.1218;0.0742;0.056;0.1899;16384
719;BenchmarkingFramework.GroupedArrayGenerator;AVL Tree;300;0.0966;0.0695;0.0434;0.0644;16384
720;BenchmarkingFramework.GroupedArrayGenerator;AVL Tree;300;0.0746;0.0681;0.0429;0.0765;16384
721;BenchmarkingFramework.GroupedArrayGenerator;Hash Open Addressing;1000;0.2146;0.2207;0.0868;0.118;80024
722;BenchmarkingFramework.GroupedArrayGenerator;Hash Open Addressing;1000;0.1927;0.2207;0.0868;0.1078;80024
723;BenchmarkingFramework.GroupedArrayGenerator;Hash Open Addressing;1000;0.2114;0.2426;0.0919;0.1143;80024
724;BenchmarkingFramework.GroupedArrayGenerator;Hash Open Addressing;1000;0.1932;0.2212;0.0872;0.1082;80024
725;BenchmarkingFramework.GroupedArrayGenerator;Hash Open Addressing;1000;0.3211;0.2585;0.0882;0.1638;80024
726;BenchmarkingFramework.GroupedArrayGenerator;Hash Open Addressing;1000;0.2156;0.2226;0.0956;0.1652;80024
727;BenchmarkingFramework.GroupedArrayGenerator;Hash Open Addressing;1000;0.2328;0.2366;0.0942;0.1157;80024
728;BenchmarkingFramework.GroupedArrayGenerator;Hash Open Addressing;1000;0.2109;0.2426;0.0924;0.1148;80024
729;BenchmarkingFramework.GroupedArrayGenerator;Hash Open Addressing;1000;0.2132;0.2492;0.0868;0.1078;80024
730;BenchmarkingFramework.GroupedArrayGenerator;Hash Open Addressing;1000;0.2118;0.2207;0.105;0.1078;80024
731;BenchmarkingFramework.GroupedArrayGenerator;HashChaining;1000;1.1896;0.0634;0.0387;0.0611;2024640
732;BenchmarkingFramework.GroupedArrayGenerator;HashChaining;1000;0.4975;0.0737;0.0415;0.0438;2024640
733;BenchmarkingFramework.GroupedArrayGenerator;HashChaining;1000;0.4746;0.0742;0.0429;0.0639;2024640
734;BenchmarkingFramework.GroupedArrayGenerator;HashChaining;1000;0.5619;0.1101;0.0536;0.0602;2024640
735;BenchmarkingFramework.GroupedArrayGenerator;HashChaining;1000;0.623;0.0998;0.0532;0.0606;2024640
736;BenchmarkingFramework.GroupedArrayGenerator;HashChaining;1000;0.4704;0.0695;0.0387;0.041;2024640
737;BenchmarkingFramework.GroupedArrayGenerator;HashChaining;1000;0.4634;0.0779;0.0434;0.0616;2024640
738;BenchmarkingFramework.GroupedArrayGenerator;HashChaining;1000;0.504;0.07;0.0387;0.0438;2024640
739;BenchmarkingFramework.GroupedArrayGenerator;HashChaining;1000;0.5101;0.0732;0.0406;0.0466;2024640
740;BenchmarkingFramework.GroupedArrayGenerator;HashChaining;1000;0.4713;0.069;0.0396;0.042;2024640
741;BenchmarkingFramework.GroupedArrayGenerator;AVL Tree;1000;0.2482;0.28;0.2352;0.2263;32768
742;BenchmarkingFramework.GroupedArrayGenerator;AVL Tree;1000;0.245;0.2398;0.1619;0.2258;32768
743;BenchmarkingFramework.GroupedArrayGenerator;AVL Tree;1000;0.2398;0.6874;2.5604;0.2263;32768
744;BenchmarkingFramework.GroupedArrayGenerator;AVL Tree;1000;0.244;0.2557;0.1624;0.2384;32768
745;BenchmarkingFramework.GroupedArrayGenerator;AVL Tree;1000;0.2398;0.3267;0.1726;0.2445;32768
746;BenchmarkingFramework.GroupedArrayGenerator;AVL Tree;1000;0.2623;0.2567;0.1624;0.2361;32768
747;BenchmarkingFramework.GroupedArrayGenerator;AVL Tree;1000;0.2646;0.2637;0.1614;0.2557;32768
748;BenchmarkingFramework.GroupedArrayGenerator;AVL Tree;1000;0.2637;0.2912;0.1638;0.2422;32768
749;BenchmarkingFramework.GroupedArrayGenerator;AVL Tree;1000;0.2679;0.2567;0.1624;0.3845;32768
750;BenchmarkingFramework.GroupedArrayGenerator;AVL Tree;1000;0.2473;0.3234;0.1628;0.2258;32768
751;BenchmarkingFramework.GroupedArrayGenerator;Hash Open Addressing;3000;0.6655;0.287;0.1026;0.1255;80024
752;BenchmarkingFramework.GroupedArrayGenerator;Hash Open Addressing;3000;0.645;0.2623;0.0956;0.1176;80024
753;BenchmarkingFramework.GroupedArrayGenerator;Hash Open Addressing;3000;1.1262;0.9315;0.175;0.1955;80024
754;BenchmarkingFramework.GroupedArrayGenerator;Hash Open Addressing;3000;0.6982;0.5969;0.1334;0.1964;80024
755;BenchmarkingFramework.GroupedArrayGenerator;Hash Open Addressing;3000;1.6125;0.8615;0.3491;0.2086;80024
756;BenchmarkingFramework.GroupedArrayGenerator;Hash Open Addressing;3000;0.9306;0.5358;0.2903;0.1568;80024
757;BenchmarkingFramework.GroupedArrayGenerator;Hash Open Addressing;3000;0.9362;0.3173;0.1236;0.1493;80024
758;BenchmarkingFramework.GroupedArrayGenerator;Hash Open Addressing;3000;0.6174;0.2646;0.0966;0.1171;80024
759;BenchmarkingFramework.GroupedArrayGenerator;Hash Open Addressing;3000;0.6146;0.371;0.1036;0.1796;80024
760;BenchmarkingFramework.GroupedArrayGenerator;Hash Open Addressing;3000;0.7378;0.3999;0.1059;0.1255;80024
761;BenchmarkingFramework.GroupedArrayGenerator;HashChaining;3000;0.8639;0.069;0.0392;0.042;2065600
762;BenchmarkingFramework.GroupedArrayGenerator;HashChaining;3000;1.1826;0.0714;0.0396;0.0508;2065600
763;BenchmarkingFramework.GroupedArrayGenerator;HashChaining;3000;0.8471;0.0634;0.0396;0.0443;2065600
764;BenchmarkingFramework.GroupedArrayGenerator;HashChaining;3000;1.0954;0.07;0.1512;0.0485;2065600
765;BenchmarkingFramework.GroupedArrayGenerator;HashChaining;3000;1.5261;0.1045;0.056;0.139;2065600
766;BenchmarkingFramework.GroupedArrayGenerator;HashChaining;3000;1.1831;0.0774;0.049;0.063;2065600
767;BenchmarkingFramework.GroupedArrayGenerator;HashChaining;3000;6.6756;0.0704;0.0858;0.0732;2065600
768;BenchmarkingFramework.GroupedArrayGenerator;HashChaining;3000;2.6356;0.2333;0.1213;0.4256;2065600
769;BenchmarkingFramework.GroupedArrayGenerator;HashChaining;3000;2.51;0.105;0.0452;0.1143;2065600
770;BenchmarkingFramework.GroupedArrayGenerator;HashChaining;3000;4.1286;0.7705;0.3897;1.2218;2065600
771;BenchmarkingFramework.GroupedArrayGenerator;AVL Tree;3000;1.9257;0.4657;1.6559;0.3467;98304
772;BenchmarkingFramework.GroupedArrayGenerator;AVL Tree;3000;1.8253;0.2819;0.2044;0.3061;98304
773;BenchmarkingFramework.GroupedArrayGenerator;AVL Tree;3000;0.939;0.3523;0.3085;0.2781;98304
774;BenchmarkingFramework.GroupedArrayGenerator;AVL Tree;3000;0.8065;0.434;0.2632;0.2814;98304
775;BenchmarkingFramework.GroupedArrayGenerator;AVL Tree;3000;1.0422;0.3827;0.2641;0.4499;98304
776;BenchmarkingFramework.GroupedArrayGenerator;AVL Tree;3000;1.4785;0.406;0.259;0.35;98304
777;BenchmarkingFramework.GroupedArrayGenerator;AVL Tree;3000;2.0512;0.2842;0.2515;0.5339;98304
778;BenchmarkingFramework.GroupedArrayGenerator;AVL Tree;3000;1.5061;0.4373;0.3075;0.3906;98304
779;BenchmarkingFramework.GroupedArrayGenerator;AVL Tree;3000;1.2676;0.2823;0.203;0.2814;98304
780;BenchmarkingFramework.GroupedArrayGenerator;AVL Tree;3000;0.7691;0.4326;0.2823;0.3766;98304
781;BenchmarkingFramework.GroupedArrayGenerator;Hash Open Addressing;10000;2.8395;0.3127;0.2665;0.1316;160032
782;BenchmarkingFramework.GroupedArrayGenerator;Hash Open Addressing;10000;4.025;0.4555;0.1745;0.2286;160032
783;BenchmarkingFramework.GroupedArrayGenerator;Hash Open Addressing;10000;2.8965;0.385;0.1358;0.1754;160032
784;BenchmarkingFramework.GroupedArrayGenerator;Hash Open Addressing;10000;2.4811;0.4825;0.1656;0.1362;160032
785;BenchmarkingFramework.GroupedArrayGenerator;Hash Open Addressing;10000;3.0187;0.3164;0.105;0.1381;160032
786;BenchmarkingFramework.GroupedArrayGenerator;Hash Open Addressing;10000;2.9357;0.5913;0.1334;0.1614;160032
787;BenchmarkingFramework.GroupedArrayGenerator;Hash Open Addressing;10000;2.8265;0.3145;0.1073;0.1311;160032
788;BenchmarkingFramework.GroupedArrayGenerator;Hash Open Addressing;10000;3.3226;0.3486;0.1078;0.167;160032
789;BenchmarkingFramework.GroupedArrayGenerator;Hash Open Addressing;10000;2.5105;0.3285;0.1115;0.224;160032
790;BenchmarkingFramework.GroupedArrayGenerator;Hash Open Addressing;10000;2.2668;0.3472;0.1152;0.1404;160032
791;BenchmarkingFramework.GroupedArrayGenerator;HashChaining;10000;1.8491;0.0676;0.0415;0.0569;2204864
792;BenchmarkingFramework.GroupedArrayGenerator;HashChaining;10000;1.7231;0.0793;0.042;0.1437;2204864
793;BenchmarkingFramework.GroupedArrayGenerator;HashChaining;10000;1.6433;0.0634;0.0392;0.0452;2204864
794;BenchmarkingFramework.GroupedArrayGenerator;HashChaining;10000;1.6536;0.0634;0.0401;0.0532;2204864
795;BenchmarkingFramework.GroupedArrayGenerator;HashChaining;10000;2.2104;0.0639;0.0415;0.0742;2204864
796;BenchmarkingFramework.GroupedArrayGenerator;HashChaining;10000;1.6512;0.063;0.0392;0.0462;2204864
797;BenchmarkingFramework.GroupedArrayGenerator;HashChaining;10000;2.65;0.0639;0.0392;0.0709;2204864
798;BenchmarkingFramework.GroupedArrayGenerator;HashChaining;10000;2.7429;0.1764;0.048;0.1423;2204864
799;BenchmarkingFramework.GroupedArrayGenerator;HashChaining;10000;2.9268;0.1096;0.0401;0.0737;2204864
800;BenchmarkingFramework.GroupedArrayGenerator;HashChaining;10000;2.1483;0.0676;0.042;0.069;2204864
801;BenchmarkingFramework.GroupedArrayGenerator;AVL Tree;10000;3.1518;0.322;0.2422;0.3197;327680
802;BenchmarkingFramework.GroupedArrayGenerator;AVL Tree;10000;2.679;0.3948;0.3841;0.3173;327680
803;BenchmarkingFramework.GroupedArrayGenerator;AVL Tree;10000;2.952;0.3197;0.3113;0.322;327680
804;BenchmarkingFramework.GroupedArrayGenerator;AVL Tree;10000;2.9809;0.6398;0.7075;0.3206;327680
805;BenchmarkingFramework.GroupedArrayGenerator;AVL Tree;10000;2.7415;0.3766;0.2613;0.6646;327680
806;BenchmarkingFramework.GroupedArrayGenerator;AVL Tree;10000;3.2465;0.3612;0.2669;0.3621;327680
807;BenchmarkingFramework.GroupedArrayGenerator;AVL Tree;10000;2.8797;0.3197;0.2529;0.3183;327680
808;BenchmarkingFramework.GroupedArrayGenerator;AVL Tree;10000;3.8743;0.413;0.273;0.3915;327680
809;BenchmarkingFramework.GroupedArrayGenerator;AVL Tree;10000;3.0155;0.3416;0.2809;0.3537;327680
810;BenchmarkingFramework.GroupedArrayGenerator;AVL Tree;10000;2.6603;0.3495;0.2576;0.6184;327680
811;BenchmarkingFramework.GroupedArrayGenerator;Hash Open Addressing;100000;31.4116;0.4163;0.1185;0.1754;1280032
812;BenchmarkingFramework.GroupedArrayGenerator;Hash Open Addressing;100000;33.3682;0.5647;0.1568;0.231;1280032
813;BenchmarkingFramework.GroupedArrayGenerator;Hash Open Addressing;100000;32.2793;0.4643;0.1348;0.196;1280032
814;BenchmarkingFramework.GroupedArrayGenerator;Hash Open Addressing;100000;31.8732;0.4158;0.1185;0.1479;1280032
815;BenchmarkingFramework.GroupedArrayGenerator;Hash Open Addressing;100000;31.7458;0.4345;0.1358;0.1913;1280032
816;BenchmarkingFramework.GroupedArrayGenerator;Hash Open Addressing;100000;32.1612;0.5488;0.1339;0.1918;1280032
817;BenchmarkingFramework.GroupedArrayGenerator;Hash Open Addressing;100000;32.0207;0.3995;0.1185;0.1666;1280032
818;BenchmarkingFramework.GroupedArrayGenerator;Hash Open Addressing;100000;34.2591;0.3878;0.1456;0.1586;1280032
819;BenchmarkingFramework.GroupedArrayGenerator;Hash Open Addressing;100000;29.8719;0.4774;0.1675;0.2342;1280032
820;BenchmarkingFramework.GroupedArrayGenerator;Hash Open Addressing;100000;31.8168;0.3939;0.1194;0.1614;1280032
821;BenchmarkingFramework.GroupedArrayGenerator;HashChaining;100000;13.7497;0.0667;0.041;0.098;4007104
822;BenchmarkingFramework.GroupedArrayGenerator;HashChaining;100000;14.7798;0.0718;0.0438;0.105;4007104
823;BenchmarkingFramework.GroupedArrayGenerator;HashChaining;100000;11.0525;0.0704;0.0438;0.1054;4007104
824;BenchmarkingFramework.GroupedArrayGenerator;HashChaining;100000;12.35;0.0653;0.0401;0.0905;4007104
825;BenchmarkingFramework.GroupedArrayGenerator;HashChaining;100000;12.4746;0.0812;0.0443;0.0765;4007104
826;BenchmarkingFramework.GroupedArrayGenerator;HashChaining;100000;15.2783;0.0933;0.041;0.4713;4007104
827;BenchmarkingFramework.GroupedArrayGenerator;HashChaining;100000;12.4448;0.0672;0.041;0.1493;4007104
828;BenchmarkingFramework.GroupedArrayGenerator;HashChaining;100000;12.0448;0.0662;0.0541;0.1418;4007104
829;BenchmarkingFramework.GroupedArrayGenerator;HashChaining;100000;11.2429;0.2328;0.0466;0.1666;4007104
830;BenchmarkingFramework.GroupedArrayGenerator;HashChaining;100000;12.8583;0.0975;0.0616;0.1437;4007104
831;BenchmarkingFramework.GroupedArrayGenerator;AVL Tree;100000;32.4039;0.4424;0.3276;0.5269;3203072
832;BenchmarkingFramework.GroupedArrayGenerator;AVL Tree;100000;31.533;0.4559;0.3556;0.5838;3203072
833;BenchmarkingFramework.GroupedArrayGenerator;AVL Tree;100000;31.4658;0.5404;0.4965;0.5026;3203072
834;BenchmarkingFramework.GroupedArrayGenerator;AVL Tree;100000;31.0817;1.2568;0.7696;1.0113;3203072
835;BenchmarkingFramework.GroupedArrayGenerator;AVL Tree;100000;39.2648;0.5974;0.5754;0.8839;3203072
836;BenchmarkingFramework.GroupedArrayGenerator;AVL Tree;100000;31.0621;0.4172;0.3346;0.6202;3203072
837;BenchmarkingFramework.GroupedArrayGenerator;AVL Tree;100000;37.1585;0.3971;0.3239;0.4947;3203072
838;BenchmarkingFramework.GroupedArrayGenerator;AVL Tree;100000;36.4154;0.6123;0.8975;0.8942;3203072
839;BenchmarkingFramework.GroupedArrayGenerator;AVL Tree;100000;65.1686;1.0482;0.9021;0.8037;3203072
840;BenchmarkingFramework.GroupedArrayGenerator;AVL Tree;100000;37.7927;0.4615;0.4419;0.5199;3203072
