id;arraytype;datatype;arraysize;buildtime;inserttime;lookuptime;deletetime;memsize
1;BenchmarkingFramework.RandomArrayGenerator;Hash Open Addressing;10;1.142;0.0709;0.0807;0.1666;80024
2;BenchmarkingFramework.RandomArrayGenerator;Hash Open Addressing;10;0.0093;0.0023;0.0009;0.0018;80024
3;BenchmarkingFramework.RandomArrayGenerator;Hash Open Addressing;10;0.0116;0.0028;0.0009;0.0014;80024
4;BenchmarkingFramework.RandomArrayGenerator;Hash Open Addressing;10;0.0088;0.0023;0.0009;0.0018;80024
5;BenchmarkingFramework.RandomArrayGenerator;Hash Open Addressing;10;0.062;0.0028;0.0009;0.0014;80024
6;BenchmarkingFramework.RandomArrayGenerator;Hash Open Addressing;10;0.0331;0.0023;0.0009;0.0018;80024
7;BenchmarkingFramework.RandomArrayGenerator;Hash Open Addressing;10;0.0093;0.0023;0.0014;0.0014;80024
8;BenchmarkingFramework.RandomArrayGenerator;Hash Open Addressing;10;0.035;0.0028;0.0009;0.0018;80024
9;BenchmarkingFramework.RandomArrayGenerator;Hash Open Addressing;10;0.0336;0.0023;0.0009;0.0014;80024
10;BenchmarkingFramework.RandomArrayGenerator;Hash Open Addressing;10;0.0093;0.0023;0.0009;0.0014;80024
11;BenchmarkingFramework.RandomArrayGenerator;HashChaining;10;0.567;0.0009;0.1148;0.1614;2008256
12;BenchmarkingFramework.RandomArrayGenerator;HashChaining;10;0.1442;0.0004;0.0009;0.0004;2008256
13;BenchmarkingFramework.RandomArrayGenerator;HashChaining;10;0.0298;0.0009;0.0009;0.0004;2008256
14;BenchmarkingFramework.RandomArrayGenerator;HashChaining;10;0.1204;0.0014;0.0009;0.0009;2008256
15;BenchmarkingFramework.RandomArrayGenerator;HashChaining;10;0.0574;0.0009;0.0004;0.0004;2008256
16;BenchmarkingFramework.RandomArrayGenerator;HashChaining;10;0.0308;0.0009;0.0004;0.0009;2008256
17;BenchmarkingFramework.RandomArrayGenerator;HashChaining;10;0.028;0.0009;0.0004;0.0009;2008256
18;BenchmarkingFramework.RandomArrayGenerator;HashChaining;10;0.0289;0.0009;0.0004;0.0004;2008256
19;BenchmarkingFramework.RandomArrayGenerator;HashChaining;10;0.0322;0.0009;0.0004;0.0009;2008256
20;BenchmarkingFramework.RandomArrayGenerator;HashChaining;10;0.0298;0.0004;0.0004;0.0009;2008256
21;BenchmarkingFramework.RandomArrayGenerator;AVL Tree;10;1.4762;0.0639;0.2926;0.9572;8192
22;BenchmarkingFramework.RandomArrayGenerator;AVL Tree;10;0.007;0.0023;0.0014;0.0032;8192
23;BenchmarkingFramework.RandomArrayGenerator;AVL Tree;10;0.0098;0.0014;0.0009;0.0028;8192
24;BenchmarkingFramework.RandomArrayGenerator;AVL Tree;10;0.0051;0.0018;0.0009;0.0023;8192
25;BenchmarkingFramework.RandomArrayGenerator;AVL Tree;10;0.0065;0.0018;0.0014;0.0023;8192
26;BenchmarkingFramework.RandomArrayGenerator;AVL Tree;10;0.0046;0.0018;0.0014;0.0023;8192
27;BenchmarkingFramework.RandomArrayGenerator;AVL Tree;10;0.0046;0.0018;0.0014;0.0023;8192
28;BenchmarkingFramework.RandomArrayGenerator;AVL Tree;10;0.0056;0.0018;0.0014;0.0028;8192
29;BenchmarkingFramework.RandomArrayGenerator;AVL Tree;10;0.0102;0.0018;0.0014;0.0023;8192
30;BenchmarkingFramework.RandomArrayGenerator;AVL Tree;10;0.0051;0.0018;0.0014;0.0023;8192
31;BenchmarkingFramework.RandomArrayGenerator;Hash Open Addressing;100;0.0266;0.0214;0.0084;0.0107;80024
32;BenchmarkingFramework.RandomArrayGenerator;Hash Open Addressing;100;0.0266;0.0242;0.0084;0.0107;80024
33;BenchmarkingFramework.RandomArrayGenerator;Hash Open Addressing;100;0.0261;0.021;0.0088;0.0102;80024
34;BenchmarkingFramework.RandomArrayGenerator;Hash Open Addressing;100;0.0256;0.0205;0.0084;0.0102;80024
35;BenchmarkingFramework.RandomArrayGenerator;Hash Open Addressing;100;0.048;0.021;0.0088;0.0107;80024
36;BenchmarkingFramework.RandomArrayGenerator;Hash Open Addressing;100;0.0513;0.0247;0.0093;0.0116;80024
37;BenchmarkingFramework.RandomArrayGenerator;Hash Open Addressing;100;0.0261;0.021;0.0084;0.0107;80024
38;BenchmarkingFramework.RandomArrayGenerator;Hash Open Addressing;100;0.0793;0.0266;0.0107;0.0135;80024
39;BenchmarkingFramework.RandomArrayGenerator;Hash Open Addressing;100;0.0466;0.0214;0.0088;0.0107;80024
40;BenchmarkingFramework.RandomArrayGenerator;Hash Open Addressing;100;0.0289;0.0224;0.0088;0.0112;80024
41;BenchmarkingFramework.RandomArrayGenerator;HashChaining;100;0.1232;0.006;0.0042;0.0042;2008256
42;BenchmarkingFramework.RandomArrayGenerator;HashChaining;100;0.1096;0.0065;0.0042;0.0042;2008256
43;BenchmarkingFramework.RandomArrayGenerator;HashChaining;100;0.174;0.0102;0.0056;0.0056;2008256
44;BenchmarkingFramework.RandomArrayGenerator;HashChaining;100;0.1106;0.007;0.0046;0.0046;2008256
45;BenchmarkingFramework.RandomArrayGenerator;HashChaining;100;0.1078;0.006;0.0037;0.0042;2008256
46;BenchmarkingFramework.RandomArrayGenerator;HashChaining;100;0.1073;0.006;0.0037;0.0042;2008256
47;BenchmarkingFramework.RandomArrayGenerator;HashChaining;100;0.1031;0.006;0.0037;0.0042;2008256
48;BenchmarkingFramework.RandomArrayGenerator;HashChaining;100;0.1036;0.006;0.0037;0.0037;2008256
49;BenchmarkingFramework.RandomArrayGenerator;HashChaining;100;0.1008;0.006;0.0037;0.0046;2008256
50;BenchmarkingFramework.RandomArrayGenerator;HashChaining;100;0.1036;0.006;0.0037;0.0042;2008256
51;BenchmarkingFramework.RandomArrayGenerator;AVL Tree;100;0.0298;0.021;0.0135;0.0224;8192
52;BenchmarkingFramework.RandomArrayGenerator;AVL Tree;100;0.0303;0.021;0.0135;0.0224;8192
53;BenchmarkingFramework.RandomArrayGenerator;AVL Tree;100;0.0275;0.0196;0.013;0.0214;8192
54;BenchmarkingFramework.RandomArrayGenerator;AVL Tree;100;0.0238;0.02;0.0126;0.0214;8192
55;BenchmarkingFramework.RandomArrayGenerator;AVL Tree;100;0.0247;0.0205;0.0126;0.0214;8192
56;BenchmarkingFramework.RandomArrayGenerator;AVL Tree;100;0.0294;0.0196;0.013;0.0214;8192
57;BenchmarkingFramework.RandomArrayGenerator;AVL Tree;100;0.0294;0.0196;0.013;0.021;8192
58;BenchmarkingFramework.RandomArrayGenerator;AVL Tree;100;0.028;0.0196;0.013;0.0214;8192
59;BenchmarkingFramework.RandomArrayGenerator;AVL Tree;100;0.0289;0.02;0.013;0.021;8192
60;BenchmarkingFramework.RandomArrayGenerator;AVL Tree;100;0.0284;0.0196;0.0126;0.0214;8192
61;BenchmarkingFramework.RandomArrayGenerator;Hash Open Addressing;300;0.0891;0.069;0.027;0.0345;80024
62;BenchmarkingFramework.RandomArrayGenerator;Hash Open Addressing;300;0.0728;0.0732;0.0256;0.034;80024
63;BenchmarkingFramework.RandomArrayGenerator;Hash Open Addressing;300;0.062;0.0616;0.0247;0.0312;80024
64;BenchmarkingFramework.RandomArrayGenerator;Hash Open Addressing;300;0.0653;0.0653;0.0256;0.0322;80024
65;BenchmarkingFramework.RandomArrayGenerator;Hash Open Addressing;300;0.0667;0.0653;0.0256;0.0322;80024
66;BenchmarkingFramework.RandomArrayGenerator;Hash Open Addressing;300;0.0896;0.0905;0.0261;0.0322;80024
67;BenchmarkingFramework.RandomArrayGenerator;Hash Open Addressing;300;0.0863;0.0634;0.0256;0.0322;80024
68;BenchmarkingFramework.RandomArrayGenerator;Hash Open Addressing;300;0.0695;0.07;0.027;0.034;80024
69;BenchmarkingFramework.RandomArrayGenerator;Hash Open Addressing;300;0.0877;0.0634;0.0256;0.0322;80024
70;BenchmarkingFramework.RandomArrayGenerator;Hash Open Addressing;300;0.0863;0.0634;0.0256;0.0322;80024
71;BenchmarkingFramework.RandomArrayGenerator;HashChaining;300;0.2679;0.021;0.0121;0.0172;2008256
72;BenchmarkingFramework.RandomArrayGenerator;HashChaining;300;0.2011;0.021;0.0112;0.0112;2008256
73;BenchmarkingFramework.RandomArrayGenerator;HashChaining;300;0.251;0.0214;0.0112;0.0116;2008256
74;BenchmarkingFramework.RandomArrayGenerator;HashChaining;300;0.2711;0.0252;0.0126;0.0191;2008256
75;BenchmarkingFramework.RandomArrayGenerator;HashChaining;300;0.2053;0.021;0.0112;0.0116;2008256
76;BenchmarkingFramework.RandomArrayGenerator;HashChaining;300;0.2048;0.021;0.0112;0.0112;2008256
77;BenchmarkingFramework.RandomArrayGenerator;HashChaining;300;0.2361;0.0233;0.0121;0.0144;2008256
78;BenchmarkingFramework.RandomArrayGenerator;HashChaining;300;0.209;0.0214;0.0116;0.0116;2008256
79;BenchmarkingFramework.RandomArrayGenerator;HashChaining;300;0.203;0.0214;0.0121;0.0121;2008256
80;BenchmarkingFramework.RandomArrayGenerator;HashChaining;300;0.196;0.0224;0.0121;0.0438;2008256
81;BenchmarkingFramework.RandomArrayGenerator;AVL Tree;300;0.0723;0.0686;0.0434;0.0662;16384
82;BenchmarkingFramework.RandomArrayGenerator;AVL Tree;300;0.0793;0.069;0.0438;0.0658;16384
83;BenchmarkingFramework.RandomArrayGenerator;AVL Tree;300;0.0751;0.0681;0.0434;0.0634;16384
84;BenchmarkingFramework.RandomArrayGenerator;AVL Tree;300;0.0779;0.0686;0.0434;0.0662;16384
85;BenchmarkingFramework.RandomArrayGenerator;AVL Tree;300;0.0765;0.0686;0.0438;0.0653;16384
86;BenchmarkingFramework.RandomArrayGenerator;AVL Tree;300;0.0765;0.0686;0.0438;0.0653;16384
87;BenchmarkingFramework.RandomArrayGenerator;AVL Tree;300;0.083;0.0732;0.0462;0.07;16384
88;BenchmarkingFramework.RandomArrayGenerator;AVL Tree;300;0.076;0.0662;0.0434;0.0658;16384
89;BenchmarkingFramework.RandomArrayGenerator;AVL Tree;300;0.0774;0.0686;0.0434;0.0653;16384
90;BenchmarkingFramework.RandomArrayGenerator;AVL Tree;300;0.077;0.0704;0.0452;0.0658;16384
91;BenchmarkingFramework.RandomArrayGenerator;Hash Open Addressing;1000;0.2156;0.2212;0.0868;0.1082;80024
92;BenchmarkingFramework.RandomArrayGenerator;Hash Open Addressing;1000;0.2151;0.2403;0.0933;0.1932;80024
93;BenchmarkingFramework.RandomArrayGenerator;Hash Open Addressing;1000;0.1936;0.2216;0.0872;0.1092;80024
94;BenchmarkingFramework.RandomArrayGenerator;Hash Open Addressing;1000;0.209;0.2529;0.0994;0.1246;80024
95;BenchmarkingFramework.RandomArrayGenerator;Hash Open Addressing;1000;0.2072;0.2361;0.097;0.1152;80024
96;BenchmarkingFramework.RandomArrayGenerator;Hash Open Addressing;1000;0.2188;0.216;0.0849;0.1068;80024
97;BenchmarkingFramework.RandomArrayGenerator;Hash Open Addressing;1000;0.2179;0.2212;0.0868;0.1087;80024
98;BenchmarkingFramework.RandomArrayGenerator;Hash Open Addressing;1000;0.1946;0.2216;0.0868;0.1082;80024
99;BenchmarkingFramework.RandomArrayGenerator;Hash Open Addressing;1000;0.2282;0.2366;0.0933;0.1162;80024
100;BenchmarkingFramework.RandomArrayGenerator;Hash Open Addressing;1000;0.216;0.2212;0.0872;0.1082;80024
101;BenchmarkingFramework.RandomArrayGenerator;HashChaining;1000;0.5913;0.0616;0.0378;0.048;2024640
102;BenchmarkingFramework.RandomArrayGenerator;HashChaining;1000;0.6618;0.0746;0.0415;0.0471;2024640
103;BenchmarkingFramework.RandomArrayGenerator;HashChaining;1000;0.693;0.077;0.0448;0.0597;2024640
104;BenchmarkingFramework.RandomArrayGenerator;HashChaining;1000;0.6156;0.0751;0.0424;0.055;2024640
105;BenchmarkingFramework.RandomArrayGenerator;HashChaining;1000;0.5577;0.0695;0.0438;0.0588;2024640
106;BenchmarkingFramework.RandomArrayGenerator;HashChaining;1000;0.6258;0.0746;0.042;0.0466;2024640
107;BenchmarkingFramework.RandomArrayGenerator;HashChaining;1000;0.5619;0.0784;0.0462;0.0616;2024640
108;BenchmarkingFramework.RandomArrayGenerator;HashChaining;1000;0.6165;0.0695;0.1022;0.0466;2024640
109;BenchmarkingFramework.RandomArrayGenerator;HashChaining;1000;0.6244;0.063;0.0392;0.0448;2024640
110;BenchmarkingFramework.RandomArrayGenerator;HashChaining;1000;0.7028;0.0742;0.0415;0.0508;2024640
111;BenchmarkingFramework.RandomArrayGenerator;AVL Tree;1000;0.2562;0.2552;0.1666;0.2366;32768
112;BenchmarkingFramework.RandomArrayGenerator;AVL Tree;1000;0.2459;0.5073;0.2202;0.2296;32768
113;BenchmarkingFramework.RandomArrayGenerator;AVL Tree;1000;0.2688;0.2394;0.1624;0.2506;32768
114;BenchmarkingFramework.RandomArrayGenerator;AVL Tree;1000;0.2473;0.2665;0.2459;0.237;32768
115;BenchmarkingFramework.RandomArrayGenerator;AVL Tree;1000;0.238;0.238;0.1624;0.2296;32768
116;BenchmarkingFramework.RandomArrayGenerator;AVL Tree;1000;0.2571;0.2861;0.3075;0.2375;32768
117;BenchmarkingFramework.RandomArrayGenerator;AVL Tree;1000;0.2562;0.2543;0.1675;0.2384;32768
118;BenchmarkingFramework.RandomArrayGenerator;AVL Tree;1000;0.2823;0.2697;0.1675;0.2641;32768
119;BenchmarkingFramework.RandomArrayGenerator;AVL Tree;1000;0.2609;0.7957;0.167;0.2665;32768
120;BenchmarkingFramework.RandomArrayGenerator;AVL Tree;1000;0.2655;0.3019;0.1824;0.2398;32768
121;BenchmarkingFramework.RandomArrayGenerator;Hash Open Addressing;3000;0.6361;0.2665;0.0956;0.1199;80024
122;BenchmarkingFramework.RandomArrayGenerator;Hash Open Addressing;3000;0.8261;0.2926;0.0961;0.1451;80024
123;BenchmarkingFramework.RandomArrayGenerator;Hash Open Addressing;3000;0.637;0.2749;0.1017;0.125;80024
124;BenchmarkingFramework.RandomArrayGenerator;Hash Open Addressing;3000;0.7915;0.2501;0.1134;0.1129;80024
125;BenchmarkingFramework.RandomArrayGenerator;Hash Open Addressing;3000;0.6086;0.5736;0.1017;0.1166;80024
126;BenchmarkingFramework.RandomArrayGenerator;Hash Open Addressing;3000;0.7187;0.2506;0.0919;0.1129;80024
127;BenchmarkingFramework.RandomArrayGenerator;Hash Open Addressing;3000;0.6151;0.2646;0.0952;0.1157;80024
128;BenchmarkingFramework.RandomArrayGenerator;Hash Open Addressing;3000;0.6272;0.3313;0.0961;0.1166;80024
129;BenchmarkingFramework.RandomArrayGenerator;Hash Open Addressing;3000;0.6156;0.4139;0.1302;0.1176;80024
130;BenchmarkingFramework.RandomArrayGenerator;Hash Open Addressing;3000;0.6991;0.4237;0.0975;0.1185;80024
131;BenchmarkingFramework.RandomArrayGenerator;HashChaining;3000;1.6298;0.0704;0.0392;0.0448;2065600
132;BenchmarkingFramework.RandomArrayGenerator;HashChaining;3000;0.9567;0.0681;0.0392;0.0415;2065600
133;BenchmarkingFramework.RandomArrayGenerator;HashChaining;3000;0.9395;0.063;0.1026;0.0424;2065600
134;BenchmarkingFramework.RandomArrayGenerator;HashChaining;3000;1.1304;0.0746;0.0429;0.0592;2065600
135;BenchmarkingFramework.RandomArrayGenerator;HashChaining;3000;0.9115;0.0821;0.0415;0.041;2065600
136;BenchmarkingFramework.RandomArrayGenerator;HashChaining;3000;0.8765;0.0639;0.0392;0.0434;2065600
137;BenchmarkingFramework.RandomArrayGenerator;HashChaining;3000;0.9609;0.069;0.0392;0.0466;2065600
138;BenchmarkingFramework.RandomArrayGenerator;HashChaining;3000;1.0702;0.0793;0.0448;0.0756;2065600
139;BenchmarkingFramework.RandomArrayGenerator;HashChaining;3000;0.8625;0.0634;0.0387;0.042;2065600
140;BenchmarkingFramework.RandomArrayGenerator;HashChaining;3000;0.9087;0.0723;0.042;0.049;2065600
141;BenchmarkingFramework.RandomArrayGenerator;AVL Tree;3000;0.8359;0.2847;0.2048;0.2786;98304
142;BenchmarkingFramework.RandomArrayGenerator;AVL Tree;3000;0.9605;0.2861;0.2048;0.28;98304
143;BenchmarkingFramework.RandomArrayGenerator;AVL Tree;3000;0.8209;0.3043;0.217;0.3117;98304
144;BenchmarkingFramework.RandomArrayGenerator;AVL Tree;3000;0.8298;0.2865;0.1978;0.2702;98304
145;BenchmarkingFramework.RandomArrayGenerator;AVL Tree;3000;0.8709;0.2851;0.2044;0.2791;98304
146;BenchmarkingFramework.RandomArrayGenerator;AVL Tree;3000;1.0543;0.3089;0.2067;0.3047;98304
147;BenchmarkingFramework.RandomArrayGenerator;AVL Tree;3000;0.9161;0.3043;0.2468;0.2991;98304
148;BenchmarkingFramework.RandomArrayGenerator;AVL Tree;3000;0.8102;0.4046;0.3001;0.2735;98304
149;BenchmarkingFramework.RandomArrayGenerator;AVL Tree;3000;0.8111;0.287;0.2352;0.2809;98304
150;BenchmarkingFramework.RandomArrayGenerator;AVL Tree;3000;0.834;0.2949;0.2048;0.2805;98304
151;BenchmarkingFramework.RandomArrayGenerator;Hash Open Addressing;10000;2.2416;0.3038;0.104;0.1372;160032
152;BenchmarkingFramework.RandomArrayGenerator;Hash Open Addressing;10000;2.3789;0.3141;0.1078;0.1311;160032
153;BenchmarkingFramework.RandomArrayGenerator;Hash Open Addressing;10000;2.3835;0.3705;0.1115;0.1512;160032
154;BenchmarkingFramework.RandomArrayGenerator;Hash Open Addressing;10000;2.195;0.3365;0.1143;0.2226;160032
155;BenchmarkingFramework.RandomArrayGenerator;Hash Open Addressing;10000;2.1688;0.336;0.1148;0.147;160032
156;BenchmarkingFramework.RandomArrayGenerator;Hash Open Addressing;10000;2.4269;0.3057;0.1148;0.1274;160032
157;BenchmarkingFramework.RandomArrayGenerator;Hash Open Addressing;10000;2.3443;0.3953;0.1236;0.1498;160032
158;BenchmarkingFramework.RandomArrayGenerator;Hash Open Addressing;10000;2.1945;0.3523;0.1148;0.1311;160032
159;BenchmarkingFramework.RandomArrayGenerator;Hash Open Addressing;10000;2.1553;0.3215;0.1078;0.1274;160032
160;BenchmarkingFramework.RandomArrayGenerator;Hash Open Addressing;10000;2.4685;0.3164;0.1045;0.1409;160032
161;BenchmarkingFramework.RandomArrayGenerator;HashChaining;10000;1.8123;0.1036;0.0382;0.0452;2204864
162;BenchmarkingFramework.RandomArrayGenerator;HashChaining;10000;1.7068;0.0634;0.0382;0.0452;2204864
163;BenchmarkingFramework.RandomArrayGenerator;HashChaining;10000;1.7875;0.0648;0.0401;0.0541;2204864
164;BenchmarkingFramework.RandomArrayGenerator;HashChaining;10000;1.809;0.0723;0.0452;0.0854;2204864
165;BenchmarkingFramework.RandomArrayGenerator;HashChaining;10000;1.8146;0.0653;0.0406;0.0546;2204864
166;BenchmarkingFramework.RandomArrayGenerator;HashChaining;10000;1.7754;0.0662;0.0406;0.055;2204864
167;BenchmarkingFramework.RandomArrayGenerator;HashChaining;10000;1.7917;0.0634;0.0382;0.0457;2204864
168;BenchmarkingFramework.RandomArrayGenerator;HashChaining;10000;1.8813;0.0704;0.042;0.0667;2204864
169;BenchmarkingFramework.RandomArrayGenerator;HashChaining;10000;1.7254;0.0704;0.0429;0.0709;2204864
170;BenchmarkingFramework.RandomArrayGenerator;HashChaining;10000;1.8804;0.07;0.049;0.0532;2204864
171;BenchmarkingFramework.RandomArrayGenerator;AVL Tree;10000;3.156;0.3402;0.238;0.3197;322524
172;BenchmarkingFramework.RandomArrayGenerator;AVL Tree;10000;3.5116;0.3136;0.2431;0.364;327680
173;BenchmarkingFramework.RandomArrayGenerator;AVL Tree;10000;3.2218;0.3122;0.2417;0.3187;327680
174;BenchmarkingFramework.RandomArrayGenerator;AVL Tree;10000;3.5205;0.3299;0.2506;0.3654;327680
175;BenchmarkingFramework.RandomArrayGenerator;AVL Tree;10000;3.2675;0.3271;0.3285;0.3304;327680
176;BenchmarkingFramework.RandomArrayGenerator;AVL Tree;10000;3.296;0.3173;0.2548;0.3556;327680
177;BenchmarkingFramework.RandomArrayGenerator;AVL Tree;10000;3.2082;0.4032;0.2721;0.6095;327680
178;BenchmarkingFramework.RandomArrayGenerator;AVL Tree;10000;3.3805;0.5764;0.2786;0.3757;327680
179;BenchmarkingFramework.RandomArrayGenerator;AVL Tree;10000;3.3921;0.371;0.259;0.3603;327680
180;BenchmarkingFramework.RandomArrayGenerator;AVL Tree;10000;4.165;0.3481;0.2688;0.3827;327680
181;BenchmarkingFramework.RandomArrayGenerator;Hash Open Addressing;100000;33.539;0.4349;0.1302;0.3047;1280032
182;BenchmarkingFramework.RandomArrayGenerator;Hash Open Addressing;100000;31.0084;0.518;0.1502;0.153;1280032
183;BenchmarkingFramework.RandomArrayGenerator;Hash Open Addressing;100000;31.6679;0.3883;0.1176;0.1782;1280032
184;BenchmarkingFramework.RandomArrayGenerator;Hash Open Addressing;100000;29.8966;0.5885;0.1834;0.2235;1280032
185;BenchmarkingFramework.RandomArrayGenerator;Hash Open Addressing;100000;28.0974;0.3761;0.1171;0.1474;1280032
186;BenchmarkingFramework.RandomArrayGenerator;Hash Open Addressing;100000;29.0458;0.3715;0.1138;0.168;1280032
187;BenchmarkingFramework.RandomArrayGenerator;Hash Open Addressing;100000;31.4042;0.3869;0.1138;0.1437;1280032
188;BenchmarkingFramework.RandomArrayGenerator;Hash Open Addressing;100000;27.7572;0.3645;0.1143;0.1418;1280032
189;BenchmarkingFramework.RandomArrayGenerator;Hash Open Addressing;100000;26.9171;0.4181;0.1292;0.1941;1280032
190;BenchmarkingFramework.RandomArrayGenerator;Hash Open Addressing;100000;30.9183;0.4461;0.1386;0.1792;1280032
191;BenchmarkingFramework.RandomArrayGenerator;HashChaining;100000;11.5683;0.0714;0.041;0.1003;4001024
192;BenchmarkingFramework.RandomArrayGenerator;HashChaining;100000;11.5057;0.0653;0.041;0.0816;4007104
193;BenchmarkingFramework.RandomArrayGenerator;HashChaining;100000;11.2682;0.0718;0.0443;0.1036;4007104
194;BenchmarkingFramework.RandomArrayGenerator;HashChaining;100000;12.3701;0.0728;0.0504;0.1274;4007104
195;BenchmarkingFramework.RandomArrayGenerator;HashChaining;100000;9.8241;0.0653;0.0401;0.07;4007104
196;BenchmarkingFramework.RandomArrayGenerator;HashChaining;100000;13.9266;0.0714;0.0443;0.118;4007104
197;BenchmarkingFramework.RandomArrayGenerator;HashChaining;100000;13.0525;0.0695;0.0438;0.1031;4007104
198;BenchmarkingFramework.RandomArrayGenerator;HashChaining;100000;12.3519;0.0658;0.0406;0.1404;4007104
199;BenchmarkingFramework.RandomArrayGenerator;HashChaining;100000;10.8588;0.0863;0.0541;0.1082;4007104
200;BenchmarkingFramework.RandomArrayGenerator;HashChaining;100000;10.9018;0.0648;0.0406;0.0807;4007104
201;BenchmarkingFramework.RandomArrayGenerator;AVL Tree;100000;52.2856;0.6888;0.4135;0.5376;3205152
202;BenchmarkingFramework.RandomArrayGenerator;AVL Tree;100000;44.1309;0.434;0.6165;0.4629;3203072
203;BenchmarkingFramework.RandomArrayGenerator;AVL Tree;100000;46.0113;0.497;0.3948;0.8611;3203072
204;BenchmarkingFramework.RandomArrayGenerator;AVL Tree;100000;50.9316;0.4125;0.4116;0.4839;3203072
205;BenchmarkingFramework.RandomArrayGenerator;AVL Tree;100000;46.7077;0.4867;0.4219;0.5964;3203072
206;BenchmarkingFramework.RandomArrayGenerator;AVL Tree;100000;45.0265;0.4041;0.3192;0.427;3203072
207;BenchmarkingFramework.RandomArrayGenerator;AVL Tree;100000;53.864;0.4802;0.3575;0.735;3203072
208;BenchmarkingFramework.RandomArrayGenerator;AVL Tree;100000;53.2199;0.561;0.4681;0.6179;3203072
209;BenchmarkingFramework.RandomArrayGenerator;AVL Tree;100000;49.3008;0.6263;0.4965;0.673;3203072
210;BenchmarkingFramework.RandomArrayGenerator;AVL Tree;100000;47.061;0.4839;0.364;0.5236;3203072
211;BenchmarkingFramework.SortedRandomArrayGenerator;Hash Open Addressing;10;0.0098;0.0023;0.0014;0.0014;80024
212;BenchmarkingFramework.SortedRandomArrayGenerator;Hash Open Addressing;10;0.0098;0.0023;0.0009;0.0014;80024
213;BenchmarkingFramework.SortedRandomArrayGenerator;Hash Open Addressing;10;0.0098;0.0028;0.0009;0.0014;80024
214;BenchmarkingFramework.SortedRandomArrayGenerator;Hash Open Addressing;10;0.0336;0.0023;0.0009;0.0014;80024
215;BenchmarkingFramework.SortedRandomArrayGenerator;Hash Open Addressing;10;0.0294;0.0023;0.0009;0.0014;80024
216;BenchmarkingFramework.SortedRandomArrayGenerator;Hash Open Addressing;10;0.0098;0.0023;0.0009;0.0009;80024
217;BenchmarkingFramework.SortedRandomArrayGenerator;Hash Open Addressing;10;0.0345;0.0023;0.0009;0.0014;80024
218;BenchmarkingFramework.SortedRandomArrayGenerator;Hash Open Addressing;10;0.0284;0.0023;0.0014;0.0014;80024
219;BenchmarkingFramework.SortedRandomArrayGenerator;Hash Open Addressing;10;0.0098;0.0023;0.0009;0.0014;80024
220;BenchmarkingFramework.SortedRandomArrayGenerator;Hash Open Addressing;10;0.0294;0.0028;0.0009;0.0014;80024
221;BenchmarkingFramework.SortedRandomArrayGenerator;HashChaining;10;0.0308;0.0004;0.0009;0.0004;2008256
222;BenchmarkingFramework.SortedRandomArrayGenerator;HashChaining;10;0.028;0.0004;0.0004;0.0004;2008256
223;BenchmarkingFramework.SortedRandomArrayGenerator;HashChaining;10;0.0284;0.0004;0.0009;0.0004;2008256
224;BenchmarkingFramework.SortedRandomArrayGenerator;HashChaining;10;0.0289;0.0004;0.0004;0.0009;2008256
225;BenchmarkingFramework.SortedRandomArrayGenerator;HashChaining;10;0.0312;0.0004;0.0009;0.0004;2008256
226;BenchmarkingFramework.SortedRandomArrayGenerator;HashChaining;10;0.0256;0.0004;0.0009;0.0009;2008256
227;BenchmarkingFramework.SortedRandomArrayGenerator;HashChaining;10;0.0303;0.0004;0.0004;0.0009;2008256
228;BenchmarkingFramework.SortedRandomArrayGenerator;HashChaining;10;0.0648;0.0009;0.0004;0.0009;2008256
229;BenchmarkingFramework.SortedRandomArrayGenerator;HashChaining;10;0.0354;0.0009;0.0009;0.0004;2008256
230;BenchmarkingFramework.SortedRandomArrayGenerator;HashChaining;10;0.0368;0.0009;0.0004;0.0009;2008256
231;BenchmarkingFramework.SortedRandomArrayGenerator;AVL Tree;10;0.0042;0.0014;0.0014;0.0023;8192
232;BenchmarkingFramework.SortedRandomArrayGenerator;AVL Tree;10;0.007;0.0014;0.0014;0.0023;8192
233;BenchmarkingFramework.SortedRandomArrayGenerator;AVL Tree;10;0.0042;0.0018;0.0009;0.0018;8192
234;BenchmarkingFramework.SortedRandomArrayGenerator;AVL Tree;10;0.0112;0.0014;0.0009;0.0023;8192
235;BenchmarkingFramework.SortedRandomArrayGenerator;AVL Tree;10;0.0037;0.0014;0.0009;0.0023;8192
236;BenchmarkingFramework.SortedRandomArrayGenerator;AVL Tree;10;0.0042;0.0014;0.0009;0.0023;8192
237;BenchmarkingFramework.SortedRandomArrayGenerator;AVL Tree;10;0.0074;0.0014;0.0009;0.0023;8192
238;BenchmarkingFramework.SortedRandomArrayGenerator;AVL Tree;10;0.0046;0.0014;0.0009;0.0023;8192
239;BenchmarkingFramework.SortedRandomArrayGenerator;AVL Tree;10;0.0051;0.0018;0.0014;0.0023;8192
240;BenchmarkingFramework.SortedRandomArrayGenerator;AVL Tree;10;0.0046;0.0018;0.0009;0.0028;8192
241;BenchmarkingFramework.SortedRandomArrayGenerator;Hash Open Addressing;100;0.048;0.0214;0.0084;0.0112;80024
242;BenchmarkingFramework.SortedRandomArrayGenerator;Hash Open Addressing;100;0.0364;0.021;0.0084;0.0107;80024
